0, -1, 0,
0, -1, 0,
0, -1, 0,
0, -1, 0,
0, -1, 0,
0, -1, 0,
0, -1, 0,
0, -1, 0,
-0, -1, 0,
-0, -1, 0,
-0, -1, 0,
-0, -1, 0,
-0, -1, 0,
-0, -1, 0,
-0, -1, 0,
-0, -1, 0,
-0, -1, -0,
-0, -1, -0,
-0, -1, -0,
-0, -1, -0,
-0, -1, -0,
-0, -1, -0,
-0, -1, -0,
-0, -1, -0,
0, -1, -0,
0, -1, -0,
0, -1, -0,
0, -1, -0,
0, -1, -0,
0, -1, -0,
0, -1, -0,
0, -1, 0,
0.101168, -0.994869, 0,
0.0990974, -0.994869, 0.020365,
0.0929694, -0.994869, 0.0398963,
0.0830353, -0.994869, 0.0577942,
0.0697016, -0.994869, 0.0733261,
0.0535144, -0.994869, 0.0858559,
0.0351363, -0.994869, 0.0948708,
0.0153197, -0.994869, 0.100002,
-0.00512409, -0.994869, 0.101038,
-0.0253581, -0.994869, 0.0979387,
-0.0445539, -0.994869, 0.0908294,
-0.0619257, -0.994869, 0.0800015,
-0.0767623, -0.994869, 0.0658983,
-0.0884562, -0.994869, 0.0490972,
-0.0965287, -0.994869, 0.0302861,
-0.100649, -0.994869, 0.010235,
-0.100649, -0.994869, -0.010235,
-0.0965287, -0.994869, -0.0302861,
-0.0884562, -0.994869, -0.0490972,
-0.0767623, -0.994869, -0.0658983,
-0.0619257, -0.994869, -0.0800015,
-0.0445539, -0.994869, -0.0908294,
-0.0253581, -0.994869, -0.0979387,
-0.00512407, -0.994869, -0.101038,
0.0153197, -0.994869, -0.100002,
0.0351363, -0.994869, -0.0948708,
0.0535144, -0.994869, -0.0858559,
0.0697016, -0.994869, -0.0733261,
0.0830353, -0.994869, -0.0577942,
0.0929694, -0.994869, -0.0398963,
0.0990974, -0.994869, -0.0203651,
0.101168, -0.994869, 1.76888e-08,
0.201299, -0.97953, 0,
0.197178, -0.97953, 0.0405211,
0.184985, -0.97953, 0.0793832,
0.165218, -0.97953, 0.114995,
0.138688, -0.97953, 0.1459,
0.10648, -0.97953, 0.170831,
0.069912, -0.97953, 0.188768,
0.0304822, -0.97953, 0.198977,
-0.0101956, -0.97953, 0.20104,
-0.050456, -0.97953, 0.194872,
-0.0886507, -0.97953, 0.180727,
-0.123216, -0.97953, 0.159182,
-0.152737, -0.97953, 0.13112,
-0.176005, -0.97953, 0.0976906,
-0.192067, -0.97953, 0.0602614,
-0.200266, -0.97953, 0.0203651,
-0.200266, -0.97953, -0.020365,
-0.192067, -0.97953, -0.0602614,
-0.176005, -0.97953, -0.0976906,
-0.152737, -0.97953, -0.13112,
-0.123216, -0.97953, -0.159182,
-0.0886507, -0.97953, -0.180727,
-0.050456, -0.97953, -0.194872,
-0.0101956, -0.97953, -0.20104,
0.0304822, -0.97953, -0.198977,
0.069912, -0.97953, -0.188768,
0.10648, -0.97953, -0.170831,
0.138688, -0.97953, -0.1459,
0.165218, -0.97953, -0.114995,
0.184985, -0.97953, -0.0793832,
